"ons_code","name","mp","percsigned","Remain","polParty","EER17CD","EER17NM","partyColour"
"E14000572","Blackpool North and Cleveleys","Paul Maynard MP",3.65127230053922,33.1,"Conservative","E15000002","North West","#0087DC"
"E14000573","Blackpool South","Gordon Marsden MP",3.19711576640249,32.2,"Labour","E15000002","North West","#DC241f"
"E14000574","Blaydon","Liz Twist MP",6.50581826838251,43.9,"Labour","E15000001","North East","#DC241f"
"E14000575","Blyth Valley","Mr Ronnie Campbell MP",4.53301606186794,39.5,"Labour","E15000001","North East","#DC241f"
"E14000576","Bognor Regis and Littlehampton","Rt Hon Nick Gibb MP",5.43796884016157,35.2,"Conservative","E15000008","South East","#0087DC"
"E14000577","Bolsover","Mr Dennis Skinner MP",3.38361087209597,29.6,"Labour","E15000004","East Midlands","#DC241f"
"E14000578","Bolton North East","Sir David Crausby MP",4.28689310051107,41.9,"Labour","E15000002","North West","#DC241f"
"E14000579","Bolton South East","Yasmin Qureshi MP",2.9439258320208,37,"Labour","E15000002","North West","#DC241f"
"E14000580","Bolton West","Chris Green MP",5.72846723016563,44.4,"Conservative","E15000002","North West","#0087DC"
"E14000581","Bootle","Peter Dowd MP",6.89526264904931,45.2,"Labour","E15000002","North West","#DC241f"
"E14000582","Boston and Skegness","Matt Warman MP",2.4386522866766,24.4,"Conservative","E15000004","East Midlands","#0087DC"
"E14000583","Bosworth","David Tredinnick MP",5.85017438249486,39.2,"Conservative","E15000004","East Midlands","#0087DC"
"E14000584","Bournemouth East","Rt Hon Tobias Ellwood MP",9.01698464402048,46.3,"Conservative","E15000009","South West","#0087DC"
"E14000585","Bournemouth West","Conor Burns MP",7.46702180177491,42.3,"Conservative","E15000009","South West","#0087DC"
"E14000586","Bracknell","Dr Phillip Lee MP",8.97289535937482,46.8,"Conservative","E15000008","South East","#0087DC"
"E14000587","Bradford East","Imran Hussain MP",3.06153751763912,44.8,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000588","Bradford South","Judith Cummins MP",2.90449963628806,36.4,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000589","Bradford West","Naz Shah MP",3.13060745986554,53.3,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000590","Braintree","James Cleverly MP",5.93238438634622,38.5,"Conservative","E15000006","Eastern","#0087DC"
"E14000591","Brent Central","Dawn Butler MP",8.99685593744122,57.1,"Labour","E15000007","London","#DC241f"
"E14000592","Brent North","Barry Gardiner MP",5.81519286352157,57.4,"Labour","E15000007","London","#DC241f"
"E14000593","Brentford and Isleworth","Ruth Cadbury MP",14.7756118588055,56.7,"Labour","E15000007","London","#DC241f"
"E14000594","Brentwood and Ongar","Alex Burghart MP",7.30754149784342,38.8,"Conservative","E15000006","Eastern","#0087DC"
"E14000595","Bridgwater and West Somerset","Mr Ian Liddell-Grainger MP",5.73680512865548,37.9,"Conservative","E15000009","South West","#0087DC"
"E14000596","Brigg and Goole","Andrew Percy MP",3.61917320128495,33.8,"Conservative","E15000003","Yorkshire and The Humber","#0087DC"
"E14000597","Brighton, Kemptown","Lloyd Russell-Moyle MP",14.9079513302968,56.4,"Labour","E15000008","South East","#DC241f"
"E14000598","Brighton, Pavilion","Caroline Lucas MP",24.7958878344875,74.1,"Green Party","E15000008","South East","#528D6B"
"E14000599","Bristol East","Kerry McCarthy MP",12.7288116322844,53.2,"Labour","E15000009","South West","#DC241f"
"E14000600","Bristol North West","Darren Jones MP",14.7943269324496,58.4,"Labour","E15000009","South West","#DC241f"
"E14000601","Bristol South","Karin Smyth MP",14.4258020632581,52.9,"Labour","E15000009","South West","#DC241f"
"E14000602","Bristol West","Thangam Debbonaire MP",25.6130719631251,79.3,"Labour","E15000009","South West","#DC241f"
"E14000603","Broadland","Rt Hon Keith Simpson MP",7.51177227364135,45.9,"Conservative","E15000006","Eastern","#0087DC"
"E14000604","Bromley and Chislehurst","Robert Neill MP",11.7471195325725,50.2,"Conservative","E15000007","London","#0087DC"
"E14000605","Bromsgrove","Rt Hon Sajid Javid MP",7.67703677139234,44.6,"Conservative","E15000005","West Midlands","#0087DC"
"E14000606","Broxbourne","Mr Charles Walker MP",5.20843835064019,34.5,"Conservative","E15000006","Eastern","#0087DC"
"E14000607","Broxtowe","Rt Hon Anna Soubry MP",9.77580747308423,47.5,"Independent","E15000004","East Midlands","#DDDDDD"
"E14000608","Buckingham","Rt Hon John Bercow MP",11.9035733852803,51.1,"Speaker","E15000008","South East","#ffffff"
"E14000609","Burnley","Julie Cooper MP",3.15963949031389,33.4,"Labour","E15000002","North West","#DC241f"
"E14000610","Burton","Andrew Griffiths MP",4.6051760058769,35.2,"Conservative","E15000005","West Midlands","#0087DC"
"E14000611","Bury North","James Frith MP",6.57307322394959,46.3,"Labour","E15000002","North West","#DC241f"
"E14000612","Bury South","Mr Ivan Lewis MP",7.43897361161713,45.5,"Independent","E15000002","North West","#DDDDDD"
"E14000613","Bury St Edmunds","Jo Churchill MP",7.89976461150343,46,"Conservative","E15000006","Eastern","#0087DC"
"E14000614","Calder Valley","Craig Whittaker MP",9.4740880156323,46.8,"Conservative","E15000003","Yorkshire and The Humber","#0087DC"
"E14000615","Camberwell and Peckham","Rt Hon Harriet Harman QC MP",17.8362343326392,68.5,"Labour","E15000007","London","#DC241f"
"E14000616","Camborne and Redruth","George Eustice MP",7.43245085475911,41.6,"Conservative","E15000009","South West","#0087DC"
"E14000617","Cambridge","Daniel Zeichner MP",23.9388848384949,73.8,"Labour","E15000006","Eastern","#DC241f"
"E14000618","Cannock Chase","Amanda Milling MP",3.08949042977627,31.1,"Conservative","E15000005","West Midlands","#0087DC"
"E14000619","Canterbury","Rosie Duffield MP",11.6654224087488,54.7,"Labour","E15000008","South East","#DC241f"
"E14000620","Carlisle","John Stevenson MP",4.86293137155518,39.4,"Conservative","E15000002","North West","#0087DC"
"E14000621","Carshalton and Wallington","Rt Hon Tom Brake MP",8.73556949368239,43.7,"Liberal Democrat","E15000007","London","#FAA61A"
"E14000622","Castle Point","Rebecca Harris MP",3.38992363056975,27.3,"Conservative","E15000006","Eastern","#0087DC"
"E14000623","Central Devon","Rt Hon Mel Stride MP",12.2725102138271,49.1,"Conservative","E15000009","South West","#0087DC"
"E14000624","Central Suffolk and North Ipswich","Dr Dan Poulter MP",8.13232082588843,45.1,"Conservative","E15000006","Eastern","#0087DC"
"E14000625","Charnwood","Edward Argar MP",6.07658397441438,42.1,"Conservative","E15000004","East Midlands","#0087DC"
"E14000626","Chatham and Aylesford","Tracey Crouch MP",4.6016190881977,36.1,"Conservative","E15000008","South East","#0087DC"
"E14000627","Cheadle","Mary Robinson MP",11.5418634081291,57.3,"Conservative","E15000002","North West","#0087DC"
"E14000628","Chelmsford","Vicky Ford MP",8.84676509201465,49.3,"Conservative","E15000006","Eastern","#0087DC"
"E14000629","Chelsea and Fulham","Rt Hon Greg Hands MP",18.5892515494862,70.9,"Conservative","E15000007","London","#0087DC"
"E14000630","Cheltenham","Alex Chalk MP",13.0324812065457,57.1,"Conservative","E15000009","South West","#0087DC"
"E14000631","Chesham and Amersham","Rt Hon Dame Cheryl Gillan MP",14.2784948439527,55,"Conservative","E15000008","South East","#0087DC"
"E14000632","Chesterfield","Toby Perkins MP",5.40264768981215,40.7,"Labour","E15000004","East Midlands","#DC241f"
"E14000633","Chichester","Gillian Keegan MP",10.6236383141084,49.3,"Conservative","E15000008","South East","#0087DC"
"E14000634","Chingford and Woodford Green","Rt Hon Iain Duncan Smith MP",10.0257419539369,50.1,"Conservative","E15000007","London","#0087DC"
"E14000635","Chippenham","Michelle Donelan MP",10.9889130739171,48.4,"Conservative","E15000009","South West","#0087DC"
"E14000636","Chipping Barnet","Rt Hon Theresa Villiers MP",13.8436820303193,58.9,"Conservative","E15000007","London","#0087DC"
"E14000637","Chorley","Rt Hon Sir Lindsay Hoyle MP",6.30571836674383,43.3,"Labour","E15000002","North West","#DC241f"
"E14000638","Christchurch","Sir Christopher Chope MP",6.97558682849954,40,"Conservative","E15000009","South West","#0087DC"
"E14000639","Cities of London and Westminster","Rt Hon Mark Field MP",18.5880121832079,71.9,"Conservative","E15000007","London","#0087DC"
"E14000640","City of Chester","Christian Matheson MP",11.4441590964263,57.7,"Labour","E15000002","North West","#DC241f"
"E14000641","City of Durham","Dr Roberta Blackman-Woods MP",8.0461828688779,56.7,"Labour","E15000001","North East","#DC241f"
"E14000642","Clacton","Giles Watling MP",2.81661682696193,27,"Conservative","E15000006","Eastern","#0087DC"
"E14000643","Cleethorpes","Martin Vickers MP",3.30476870586368,30.5,"Conservative","E15000003","Yorkshire and The Humber","#0087DC"
"E14000644","Colchester","Will Quince MP",8.17879820024389,48.5,"Conservative","E15000006","Eastern","#0087DC"
"E14000645","Colne Valley","Thelma Walker MP",8.05619266055046,49.9,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000646","Congleton","Fiona Bruce MP",8.20851592648309,47.4,"Conservative","E15000002","North West","#0087DC"
"E14000647","Copeland","Trudy Harrison MP",5.20748829953198,40.8,"Conservative","E15000002","North West","#0087DC"
"E14000648","Corby","Tom Pursglove MP",5.99171119844933,39.9,"Conservative","E15000004","East Midlands","#0087DC"
"E14000649","Coventry North East","Colleen Fletcher MP",4.00270134102287,42.2,"Labour","E15000005","West Midlands","#DC241f"
"E14000650","Coventry North West","Mr Geoffrey Robinson MP",5.63024257537973,41.6,"Labour","E15000005","West Midlands","#DC241f"
"E14000651","Coventry South","Mr Jim Cunningham MP",6.21722179342556,49.6,"Labour","E15000005","West Midlands","#DC241f"
"E14000652","Crawley","Henry Smith MP",6.17931099619844,41.6,"Conservative","E15000008","South East","#0087DC"
"E14000653","Crewe and Nantwich","Laura Smith MP",6.16786261388374,39.7,"Labour","E15000002","North West","#DC241f"
"E14000654","Croydon Central","Sarah Jones MP",8.3641146489834,49.7,"Labour","E15000007","London","#DC241f"
"E14000655","Croydon North","Mr Steve Reed MP",8.7155622434004,58.8,"Labour","E15000007","London","#DC241f"
"E14000656","Croydon South","Chris Philp MP",10.5002797003367,54.2,"Conservative","E15000007","London","#0087DC"
"E14000657","Dagenham and Rainham","Jon Cruddas MP",3.34467257927348,29.7,"Labour","E15000007","London","#DC241f"
"E14000658","Darlington","Jenny Chapman MP",5.24603328441282,41.9,"Labour","E15000001","North East","#DC241f"
"E14000659","Dartford","Gareth Johnson MP",5.51330579748496,36,"Conservative","E15000008","South East","#0087DC"
"E14000660","Daventry","Chris Heaton-Harris MP",8.11886475764203,41.4,"Conservative","E15000004","East Midlands","#0087DC"
"E14000661","Denton and Reddish","Andrew Gwynne MP",5.21556903777954,39,"Labour","E15000002","North West","#DC241f"
"E14000662","Derby North","Chris Williamson MP",7.12751777251185,45.7,"Independent","E15000004","East Midlands","#DDDDDD"
"E14000663","Derby South","Rt Hon Margaret Beckett MP",4.16510010339318,38.6,"Labour","E15000004","East Midlands","#DC241f"
"E14000664","Derbyshire Dales","Rt Hon Sir Patrick McLoughlin MP",10.7599254172541,48.8,"Conservative","E15000004","East Midlands","#0087DC"
"E14000665","Devizes","Rt Hon Claire Perry MP",8.33176438101693,46.5,"Conservative","E15000009","South West","#0087DC"
"E14000666","Dewsbury","Paula Sherriff MP",4.73098867016167,42.9,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000667","Don Valley","Rt Hon Caroline Flint MP",3.21990119617825,31.5,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000668","Doncaster Central","Rt Hon Dame Rosie Winterton MP",3.3324868408902,33.3,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000669","Doncaster North","Rt Hon Edward Miliband MP",2.68102807516267,28.3,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000670","Dover","Charlie Elphicke MP",6.1469467993611,37,"Conservative","E15000008","South East","#0087DC"
"E14000671","Dudley North","Ian Austin MP",2.47804074661462,28.6,"Independent","E15000005","West Midlands","#DDDDDD"
"E14000672","Dudley South","Mike Wood MP",3.02811484545469,29.6,"Conservative","E15000005","West Midlands","#0087DC"
"E14000673","Dulwich and West Norwood","Helen Hayes MP",24.164269193885,77.1,"Labour","E15000007","London","#DC241f"
"E14000674","Ealing Central and Acton","Dr Rupa Huq MP",19.1024713059663,70.8,"Labour","E15000007","London","#DC241f"
"E14000675","Ealing North","Stephen Pound MP",8.53174603174603,53.7,"Labour","E15000007","London","#DC241f"
"E14000676","Ealing, Southall","Mr Virendra Sharma MP",8.78006180303641,58.2,"Labour","E15000007","London","#DC241f"
"E14000677","Easington","Grahame Morris MP",2.61378314717727,34,"Labour","E15000001","North East","#DC241f"
"E14000678","East Devon","Rt Hon Sir Hugo Swire MP",10.293543001267,49.6,"Conservative","E15000009","South West","#0087DC"
"E14000679","East Ham","Rt Hon Stephen Timms MP",4.7672859443915,53.7,"Labour","E15000007","London","#DC241f"
"E14000680","East Hampshire","Rt Hon Damian Hinds MP",11.9213664195939,50.7,"Conservative","E15000008","South East","#0087DC"
"E14000681","East Surrey","Mr Sam Gyimah MP",9.87864133038301,45.8,"Conservative","E15000008","South East","#0087DC"
"E14000682","East Worthing and Shoreham","Tim Loughton MP",10.6006040158207,46.3,"Conservative","E15000008","South East","#0087DC"
"E14000683","East Yorkshire","Rt Hon Sir Greg Knight MP",4.87728697908533,36.3,"Conservative","E15000003","Yorkshire and The Humber","#0087DC"
"E14000684","Eastbourne","Stephen Lloyd MP",7.83227848101266,42.5,"Independent","E15000008","South East","#DDDDDD"
"E14000685","Eastleigh","Mims Davies MP",8.26348705359752,45.7,"Conservative","E15000008","South East","#0087DC"
"E14000686","Eddisbury","Antoinette Sandbach MP",8.05730514002924,47.8,"Conservative","E15000002","North West","#0087DC"
"E14000687","Edmonton","Kate Osamor MP",4.31508032475384,54.5,"Labour","E15000007","London","#DC241f"
"E14000688","Ellesmere Port and Neston","Justin Madders MP",6.57485115845348,41.7,"Labour","E15000002","North West","#DC241f"
"E14000689","Elmet and Rothwell","Alec Shelbrooke MP",7.52217343168842,43.2,"Conservative","E15000003","Yorkshire and The Humber","#0087DC"
"E14000690","Eltham","Clive Efford MP",10.7915527815173,48.2,"Labour","E15000007","London","#DC241f"
"E14000691","Enfield North","Rt Hon Joan Ryan MP",7.03905484059122,50.8,"Independent","E15000007","London","#DDDDDD"
"E14000692","Enfield, Southgate","Bambos Charalambous MP",12.8626048347311,62.1,"Labour","E15000007","London","#DC241f"
"E14000693","Epping Forest","Rt Hon Dame Eleanor Laing MP",7.6751932465419,39,"Conservative","E15000006","Eastern","#0087DC"
"E14000694","Epsom and Ewell","Rt Hon Chris Grayling MP",12.2844168372509,52.2,"Conservative","E15000008","South East","#0087DC"
"E14000695","Erewash","Maggie Throup MP",5.39919141296064,36.8,"Conservative","E15000004","East Midlands","#0087DC"
"E14000696","Erith and Thamesmead","Teresa Pearce MP",4.75938418569031,45.4,"Labour","E15000007","London","#DC241f"
"E14000697","Esher and Walton","Rt Hon Dominic Raab MP",16.0735081753389,58.4,"Conservative","E15000008","South East","#0087DC"
"E14000698","Exeter","Rt Hon Ben Bradshaw MP",12.0875548004111,55.2,"Labour","E15000009","South West","#DC241f"
"E14000699","Fareham","Suella Braverman MP",7.73061244416237,44.5,"Conservative","E15000008","South East","#0087DC"
"E14000700","Faversham and Mid Kent","Helen Whately MP",8.16339877830244,41.3,"Conservative","E15000008","South East","#0087DC"
"E14000701","Feltham and Heston","Seema Malhotra MP",4.5843793722774,44.1,"Labour","E15000007","London","#DC241f"
"E14000702","Filton and Bradley Stoke","Jack Lopresti MP",10.3647215680411,51.2,"Conservative","E15000009","South West","#0087DC"
"E14000703","Finchley and Golders Green","Mike Freer MP",15.5745120847874,68.9,"Conservative","E15000007","London","#0087DC"
"E14000704","Folkestone and Hythe","Damian Collins MP",7.18415757704119,38.4,"Conservative","E15000008","South East","#0087DC"
"E14000705","Forest of Dean","Rt Hon Mark Harper MP",7.21302963641084,42.1,"Conservative","E15000009","South West","#0087DC"
"E14000706","Fylde","Mark Menzies MP",6.39443636520712,43.3,"Conservative","E15000002","North West","#0087DC"
"E14000707","Gainsborough","Rt Hon Sir Edward Leigh MP",5.29614140096433,38,"Conservative","E15000004","East Midlands","#0087DC"
"E14000708","Garston and Halewood","Maria Eagle MP",8.02783929136349,52,"Labour","E15000002","North West","#DC241f"
"E14000709","Gateshead","Ian Mearns MP",6.0840764987886,43.8,"Labour","E15000001","North East","#DC241f"
"E14000710","Gedling","Vernon Coaker MP",7.8163755255793,43.7,"Labour","E15000004","East Midlands","#DC241f"
"E14000711","Gillingham and Rainham","Rehman Chishti MP",4.7758235692601,36.4,"Conservative","E15000008","South East","#0087DC"
"E14000712","Gloucester","Richard Graham MP",5.8399844267082,41.2,"Conservative","E15000009","South West","#0087DC"
"E14000713","Gosport","Caroline Dinenage MP",5.12091753964561,38.2,"Conservative","E15000008","South East","#0087DC"
"E14000714","Grantham and Stamford","Nick Boles MP",6.43502985499005,39,"Conservative","E15000004","East Midlands","#0087DC"
"E14000715","Gravesham","Adam Holloway MP",4.92544113482164,34.6,"Conservative","E15000008","South East","#0087DC"
"E14000716","Great Grimsby","Melanie Onn MP",2.62359920896506,28.6,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000717","Great Yarmouth","Rt Hon Brandon Lewis MP",3.19271959374529,28.5,"Conservative","E15000006","Eastern","#0087DC"
"E14000718","Greenwich and Woolwich","Matthew Pennycook MP",15.6162776586708,64.3,"Labour","E15000007","London","#DC241f"
"E14000719","Guildford","Rt Hon Anne Milton MP",14.0191189599983,58.8,"Conservative","E15000008","South East","#0087DC"
"E14000720","Hackney North and Stoke Newington","Rt Hon Diane Abbott MP",21.4533526180955,79.5,"Labour","E15000007","London","#DC241f"
"E14000721","Hackney South and Shoreditch","Meg Hillier MP",20.0984145362192,77.2,"Labour","E15000007","London","#DC241f"
"E14000722","Halesowen and Rowley Regis","James Morris MP",4.15174350305149,33.4,"Conservative","E15000005","West Midlands","#0087DC"
"E14000723","Halifax","Holly Lynch MP",4.25321463897132,41.2,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000724","Haltemprice and Howden","Rt Hon David Davis MP",6.24218524574396,44.8,"Conservative","E15000003","Yorkshire and The Humber","#0087DC"
"E14000725","Halton","Derek Twigg MP",5.06122663720422,42.3,"Labour","E15000002","North West","#DC241f"
"E14000726","Hammersmith","Andy Slaughter MP",18.6041609578213,68.7,"Labour","E15000007","London","#DC241f"
"E14000727","Hampstead and Kilburn","Tulip Siddiq MP",20.1856958358058,76.3,"Labour","E15000007","London","#DC241f"
"E14000728","Harborough","Neil O'Brien MP",7.75849807993173,47.6,"Conservative","E15000004","East Midlands","#0087DC"
"E14000729","Harlow","Rt Hon Robert Halfon MP",4.67299834943312,32.3,"Conservative","E15000006","Eastern","#0087DC"
"E14000730","Harrogate and Knaresborough","Andrew Jones MP",10.5918889294848,52.8,"Conservative","E15000003","Yorkshire and The Humber","#0087DC"
"E14000731","Harrow East","Bob Blackman MP",6.46109192093648,52.5,"Conservative","E15000007","London","#0087DC"
"E14000732","Harrow West","Gareth Thomas MP",8.6820752100891,54.9,"Labour","E15000007","London","#DC241f"
"E14000733","Hartlepool","Mike Hill MP",2.83682111581631,30.4,"Labour","E15000001","North East","#DC241f"
"E14000734","Harwich and North Essex","Sir Bernard Jenkin MP",7.72866385154767,41,"Conservative","E15000006","Eastern","#0087DC"
"E14000735","Hastings and Rye","Rt Hon Amber Rudd MP",9.1405839693377,44.1,"Conservative","E15000008","South East","#0087DC"
"E14000736","Havant","Alan Mak MP",5.91744025281454,37.4,"Conservative","E15000008","South East","#0087DC"
"E14000737","Hayes and Harlington","Rt Hon John McDonnell MP",4.18348864107544,41.8,"Labour","E15000007","London","#DC241f"
"E14000738","Hazel Grove","Mr William Wragg MP",9.18276652476961,47.8,"Conservative","E15000002","North West","#0087DC"
"E14000739","Hemel Hempstead","Rt Hon Sir Mike Penning MP",8.56678797352417,44.5,"Conservative","E15000006","Eastern","#0087DC"
"E14000740","Hemsworth","Jon Trickett MP",3.58964401294498,31.9,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000741","Hendon","Dr Matthew Offord MP",8.2617747800474,58.4,"Conservative","E15000007","London","#0087DC"
"E14000742","Henley","John Howell MP",15.0123613312203,56.9,"Conservative","E15000008","South East","#0087DC"
"E14000743","Hereford and South Herefordshire","Jesse Norman MP",6.96125018370646,39.6,"Conservative","E15000005","West Midlands","#0087DC"
"E14000744","Hertford and Stortford","Mr Mark Prisk MP",11.6614576255832,50.8,"Conservative","E15000006","Eastern","#0087DC"
"E14000745","Hertsmere","Oliver Dowden MP",9.32684203243134,49.2,"Conservative","E15000006","Eastern","#0087DC"
"E14000746","Hexham","Guy Opperman MP",10.5879567516376,54.7,"Conservative","E15000001","North East","#0087DC"
"E14000747","Heywood and Middleton","Liz McInnes MP",4.25352857726803,37.6,"Labour","E15000002","North West","#DC241f"
"E14000748","High Peak","Ruth George MP",10.532541197344,49.5,"Labour","E15000004","East Midlands","#DC241f"
"E14000749","Hitchin and Harpenden","Bim Afolami MP",16.5287367993501,60.2,"Conservative","E15000006","Eastern","#0087DC"
"E14000750","Holborn and St Pancras","Rt Hon Keir Starmer MP",18.0692615136696,73.3,"Labour","E15000007","London","#DC241f"
"E14000751","Hornchurch and Upminster","Julia Lopez MP",5.05472867319164,30.5,"Conservative","E15000007","London","#0087DC"
"E14000752","Hornsey and Wood Green","Catherine West MP",25.5124904184438,75,"Labour","E15000007","London","#DC241f"
"E14000753","Horsham","Jeremy Quin MP",11.4758237596263,50.5,"Conservative","E15000008","South East","#0087DC"
"E14000754","Houghton and Sunderland South","Bridget Phillipson MP",3.45004051345473,37.6,"Labour","E15000001","North East","#DC241f"
"E14000755","Hove","Peter Kyle MP",21.6551873095107,67.1,"Labour","E15000008","South East","#DC241f"
"E14000756","Huddersfield","Mr Barry Sheerman MP",5.13478167020074,48.1,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14000757","Huntingdon","Mr Jonathan Djanogly MP",8.61623480030795,46.5,"Conservative","E15000006","Eastern","#0087DC"
"E14000758","Hyndburn","Graham P Jones MP",3.3341311969362,34.2,"Labour","E15000002","North West","#DC241f"
"E14000759","Ilford North","Wes Streeting MP",6.93890229624143,46.7,"Labour","E15000007","London","#DC241f"
"E14000760","Ilford South","Mike Gapes MP",4.57156072929114,56.7,"Independent","E15000007","London","#DDDDDD"
"E14000761","Ipswich","Sandy Martin MP",6.91162916170222,43.5,"Labour","E15000006","Eastern","#DC241f"
