"ons_code","name","mp","percsigned","Remain","polParty","EER17CD","EER17NM","partyColour"
"E14000957","Southend West","Sir David Amess MP",9.57659359005939,44.9,"Conservative","E15000006","Eastern","#0087DC"
"E14000958","Southport","Damien Moore MP",9.52909698996656,53.7,"Conservative","E15000002","North West","#0087DC"
"E14000959","Spelthorne","Kwasi Kwarteng MP",10.2919079969692,39.7,"Conservative","E15000008","South East","#0087DC"
"E14000960","St Albans","Mrs Anne Main MP",22.0192393678858,62.2,"Conservative","E15000006","Eastern","#0087DC"
"E14000961","St Austell and Newquay","Steve Double MP",7.85608708913028,35.9,"Conservative","E15000009","South West","#0087DC"
"E14000962","St Helens North","Conor McGinn MP",6.24625237615299,41.6,"Labour","E15000002","North West","#DC241f"
"E14000963","St Helens South and Whiston","Ms Marie Rimmer MP",6.5153760425214,43.9,"Labour","E15000002","North West","#DC241f"
"E14000964","St Ives","Derek Thomas MP",12.0065006024265,45.2,"Conservative","E15000009","South West","#0087DC"
"E14000965","Stafford","Jeremy Lefroy MP",7.85164751733563,42.5,"Conservative","E15000005","West Midlands","#0087DC"
"E14000966","Staffordshire Moorlands","Rt Hon Karen Bradley MP",6.55653553595595,35.3,"Conservative","E15000005","West Midlands","#0087DC"
"E14000967","Stalybridge and Hyde","Jonathan Reynolds MP",6.95823418396652,40.7,"Labour","E15000002","North West","#DC241f"
"E14000968","Stevenage","Stephen McPartland MP",8.82484419784901,43,"Conservative","E15000006","Eastern","#0087DC"
"E14000969","Stockport","Ann Coffey MP",13.2880243730959,53.2,"Independent","E15000002","North West","#DDDDDD"
"E14000970","Stockton North","Alex Cunningham MP",4.37177375828616,33.7,"Labour","E15000001","North East","#DC241f"
"E14000971","Stockton South","Dr Paul Williams MP",6.38938971078564,42.2,"Labour","E15000001","North East","#DC241f"
"E14000972","Stoke-on-Trent Central","Gareth Snell MP",4.71981641868384,35.2,"Labour","E15000005","West Midlands","#DC241f"
"E14000973","Stoke-on-Trent North","Ruth Smeeth MP",3.33159541188738,27.9,"Labour","E15000005","West Midlands","#DC241f"
"E14000974","Stoke-on-Trent South","Jack Brereton MP",3.57808211385582,28.9,"Conservative","E15000005","West Midlands","#0087DC"
"E14000975","Stone","Sir William Cash MP",7.40767095993738,42.5,"Conservative","E15000005","West Midlands","#0087DC"
"E14000976","Stourbridge","Margot James MP",6.12365063788028,36.3,"Conservative","E15000005","West Midlands","#0087DC"
"E14000977","Stratford-on-Avon","Nadhim Zahawi MP",12.9488270652694,49,"Conservative","E15000005","West Midlands","#0087DC"
"E14000978","Streatham","Chuka Umunna MP",24.5622680598996,79.5,"Independent","E15000007","London","#DDDDDD"
"E14000979","Stretford and Urmston","Kate Green MP",12.3376876078299,51.1,"Labour","E15000002","North West","#DC241f"
"E14000980","Stroud","Dr David Drew MP",16.6588921980217,54.1,"Labour","E15000009","South West","#DC241f"
"E14000981","Suffolk Coastal","Dr Thérèse Coffey MP",11.490584104692,44.8,"Conservative","E15000006","Eastern","#0087DC"
"E14000982","Sunderland Central","Julie Elliott MP",5.39960708216322,40.1,"Labour","E15000001","North East","#DC241f"
"E14000983","Surrey Heath","Rt Hon Michael Gove MP",12.1898585043219,48.1,"Conservative","E15000008","South East","#0087DC"
"E14000984","Sutton and Cheam","Paul Scully MP",12.9089593357624,48.7,"Conservative","E15000007","London","#0087DC"
"E14000985","Sutton Coldfield","Rt Hon Andrew Mitchell MP",10.1354848126966,48.3,"Conservative","E15000005","West Midlands","#0087DC"
"E14000986","Tamworth","Rt Hon Christopher Pincher MP",5.41206716052,34,"Conservative","E15000005","West Midlands","#0087DC"
"E14000987","Tatton","Rt Hon Esther McVey MP",13.9222254587824,54.4,"Conservative","E15000002","North West","#0087DC"
"E14000988","Taunton Deane","Rebecca Pow MP",11.218355950843,47.1,"Conservative","E15000009","South West","#0087DC"
"E14000989","Telford","Lucy Allan MP",5.6233718408598,33.8,"Conservative","E15000005","West Midlands","#0087DC"
"E14000990","Tewkesbury","Mr Laurence Robertson MP",10.7756536506551,46.4,"Conservative","E15000009","South West","#0087DC"
"E14000991","The Cotswolds","Sir Geoffrey Clifton-Brown MP",14.5847293461178,52.1,"Conservative","E15000009","South West","#0087DC"
"E14000992","The Wrekin","Mark Pritchard MP",6.84534106938493,40.7,"Conservative","E15000005","West Midlands","#0087DC"
"E14000993","Thirsk and Malton","Kevin Hollinrake MP",8.98744587697443,43.6,"Conservative","E15000003","Yorkshire and The Humber","#0087DC"
"E14000994","Thornbury and Yate","Luke Hall MP",11.7034865155166,47.8,"Conservative","E15000009","South West","#0087DC"
"E14000995","Thurrock","Jackie Doyle-Price MP",5.07310143022233,29.7,"Conservative","E15000006","Eastern","#0087DC"
"E14000996","Tiverton and Honiton","Neil Parish MP",10.1327759722608,42.2,"Conservative","E15000009","South West","#0087DC"
"E14000997","Tonbridge and Malling","Tom Tugendhat MP",13.4965683546652,47.1,"Conservative","E15000008","South East","#0087DC"
"E14000998","Tooting","Dr Rosena Allin-Khan MP",25.8397252432742,74.4,"Labour","E15000007","London","#DC241f"
"E14000999","Torbay","Kevin Foster MP",7.42362927503331,37.5,"Conservative","E15000009","South West","#0087DC"
"E14001000","Torridge and West Devon","Rt Hon Geoffrey Cox QC MP",9.78404636510112,42.8,"Conservative","E15000009","South West","#0087DC"
"E14001001","Totnes","Dr Sarah Wollaston MP",15.0277086631984,46.1,"Independent","E15000009","South West","#DDDDDD"
"E14001002","Tottenham","Rt Hon David Lammy MP",15.2304738104207,76.2,"Labour","E15000007","London","#DC241f"
"E14001003","Truro and Falmouth","Sarah Newton MP",16.2478053031565,54.1,"Conservative","E15000009","South West","#0087DC"
"E14001004","Tunbridge Wells","Rt Hon Greg Clark MP",16.5454132769475,55.4,"Conservative","E15000008","South East","#0087DC"
"E14001005","Twickenham","Rt Hon Sir Vince Cable MP",26.8283545084903,66.7,"Liberal Democrat","E15000007","London","#FAA61A"
"E14001006","Tynemouth","Sir Alan Campbell MP",12.7855661029735,52.4,"Labour","E15000001","North East","#DC241f"
"E14001007","Uxbridge and South Ruislip","Rt Hon Boris Johnson MP",9.29333845491264,42.8,"Conservative","E15000007","London","#0087DC"
"E14001008","Vauxhall","Kate Hoey MP",24.202857505591,77.6,"Labour","E15000007","London","#DC241f"
"E14001009","Wakefield","Mary Creagh MP",5.88009861907743,37.2,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14001010","Wallasey","Ms Angela Eagle MP",9.17799535113052,50.1,"Labour","E15000002","North West","#DC241f"
"E14001011","Walsall North","Eddie Hughes MP",2.57103108780566,25.8,"Conservative","E15000005","West Midlands","#0087DC"
"E14001012","Walsall South","Valerie Vaz MP",4.39357721887342,38.4,"Labour","E15000005","West Midlands","#DC241f"
"E14001013","Walthamstow","Stella Creasy MP",19.8561643835616,66.5,"Labour","E15000007","London","#DC241f"
"E14001014","Wansbeck","Ian Lavery MP",6.29707334007517,43.7,"Labour","E15000001","North East","#DC241f"
"E14001015","Wantage","Rt Hon Edward Vaizey MP",16.6013486885318,53.5,"Conservative","E15000008","South East","#0087DC"
"E14001016","Warley","Rt Hon John Spellar MP",5.3748114526106,38.4,"Labour","E15000005","West Midlands","#DC241f"
"E14001017","Warrington North","Helen Jones MP",7.26903235891824,41.9,"Labour","E15000002","North West","#DC241f"
"E14001018","Warrington South","Faisal Rashid MP",11.2046118649059,48.9,"Labour","E15000002","North West","#DC241f"
"E14001019","Warwick and Leamington","Matt Western MP",17.8938984780417,58.4,"Labour","E15000005","West Midlands","#DC241f"
"E14001020","Washington and Sunderland West","Mrs Sharon Hodgson MP",4.80795521593346,38.1,"Labour","E15000001","North East","#DC241f"
"E14001021","Watford","Richard Harrington MP",11.6315159875419,48.8,"Conservative","E15000006","Eastern","#0087DC"
"E14001022","Waveney","Peter Aldous MP",5.98275370581528,36.6,"Conservative","E15000006","Eastern","#0087DC"
"E14001023","Wealden","Ms Nusrat Ghani MP",13.3793549280816,47.2,"Conservative","E15000008","South East","#0087DC"
"E14001024","Weaver Vale","Mike Amesbury MP",10.554093463262,49.4,"Labour","E15000002","North West","#DC241f"
"E14001025","Wellingborough","Mr Peter Bone MP",6.5839803935042,37,"Conservative","E15000004","East Midlands","#0087DC"
"E14001026","Wells","James Heappey MP",12.4903902154921,46.4,"Conservative","E15000009","South West","#0087DC"
"E14001027","Welwyn Hatfield","Rt Hon Grant Shapps MP",10.7198705850634,47.2,"Conservative","E15000006","Eastern","#0087DC"
"E14001028","Wentworth and Dearne","Rt Hon John Healey MP",3.56362413851067,29.7,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14001029","West Bromwich East","Tom Watson MP",3.30605379581337,31.8,"Labour","E15000005","West Midlands","#DC241f"
"E14001030","West Bromwich West","Mr Adrian Bailey MP",2.90764840977103,31.3,"Labour","E15000005","West Midlands","#DC241f"
"E14001031","West Dorset","Rt Hon Sir Oliver Letwin MP",14.1900189795691,49,"Conservative","E15000009","South West","#0087DC"
"E14001032","West Ham","Lyn Brown MP",10.0151745068285,52,"Labour","E15000007","London","#DC241f"
"E14001033","West Lancashire","Rosie Cooper MP",8.45693170234455,45,"Labour","E15000002","North West","#DC241f"
"E14001034","West Suffolk","Rt Hon Matt Hancock MP",7.27031895729575,36.8,"Conservative","E15000006","Eastern","#0087DC"
"E14001035","West Worcestershire","Harriett Baldwin MP",12.2502763993521,47.5,"Conservative","E15000005","West Midlands","#0087DC"
"E14001036","Westminster North","Ms Karen Buck MP",17.9552275522755,66.3,"Labour","E15000007","London","#DC241f"
"E14001037","Westmorland and Lonsdale","Tim Farron MP",13.8344986685274,52.9,"Liberal Democrat","E15000002","North West","#FAA61A"
"E14001038","Weston-super-Mare","John Penrose MP",9.2226256319772,42.8,"Conservative","E15000009","South West","#0087DC"
"E14001039","Wigan","Lisa Nandy MP",5.4078337097205,37,"Labour","E15000002","North West","#DC241f"
"E14001040","Wimbledon","Stephen Hammond MP",26.9029701436667,70.6,"Conservative","E15000007","London","#0087DC"
"E14001041","Winchester","Steve Brine MP",19.3445839387053,60.4,"Conservative","E15000008","South East","#0087DC"
"E14001042","Windsor","Adam Afriyie MP",14.814542152857,53.3,"Conservative","E15000008","South East","#0087DC"
"E14001043","Wirral South","Alison McGovern MP",11.4541951543878,53.5,"Labour","E15000002","North West","#DC241f"
"E14001044","Wirral West","Margaret Greenwood MP",13.2260434774817,55.3,"Labour","E15000002","North West","#DC241f"
"E14001045","Witham","Rt Hon Priti Patel MP",8.30867884025264,39.5,"Conservative","E15000006","Eastern","#0087DC"
"E14001046","Witney","Robert Courts MP",15.8045977011494,53.7,"Conservative","E15000008","South East","#0087DC"
"E14001047","Woking","Mr Jonathan Lord MP",16.3069168435269,55.7,"Conservative","E15000008","South East","#0087DC"
"E14001048","Wokingham","Rt Hon John Redwood MP",16.5941064296765,57.3,"Conservative","E15000008","South East","#0087DC"
"E14001049","Wolverhampton North East","Emma Reynolds MP",3.32220150062888,32.3,"Labour","E15000005","West Midlands","#DC241f"
"E14001050","Wolverhampton South East","Rt Hon Pat McFadden MP",2.97003147894581,31.9,"Labour","E15000005","West Midlands","#DC241f"
"E14001051","Wolverhampton South West","Eleanor Smith MP",6.72964928173936,45.6,"Labour","E15000005","West Midlands","#DC241f"
"E14001052","Worcester","Mr Robin Walker MP",10.3493648470837,46.3,"Conservative","E15000005","West Midlands","#0087DC"
"E14001053","Workington","Sue Hayman MP",6.05745179983532,39,"Labour","E15000002","North West","#DC241f"
"E14001054","Worsley and Eccles South","Barbara Keeley MP",7.16792999949128,40.2,"Labour","E15000002","North West","#DC241f"
"E14001055","Worthing West","Sir Peter Bottomley MP",11.0355475499026,44,"Conservative","E15000008","South East","#0087DC"
"E14001056","Wycombe","Mr Steve Baker MP",12.2016041569833,51.5,"Conservative","E15000008","South East","#0087DC"
"E14001057","Wyre and Preston North","Rt Hon Ben Wallace MP",8.2599994517093,45.8,"Conservative","E15000002","North West","#0087DC"
"E14001058","Wyre Forest","Mark Garnier MP",6.18788743481256,36.9,"Conservative","E15000005","West Midlands","#0087DC"
"E14001059","Wythenshawe and Sale East","Mike Kane MP",10.4584127292367,50.4,"Labour","E15000002","North West","#DC241f"
"E14001060","Yeovil","Mr Marcus Fysh MP",7.89455965526528,40.1,"Conservative","E15000009","South West","#0087DC"
"E14001061","York Central","Rachael Maskell MP",15.7451069052387,61.2,"Labour","E15000003","Yorkshire and The Humber","#DC241f"
"E14001062","York Outer","Julian Sturdy MP",13.3506025167295,55.3,"Conservative","E15000003","Yorkshire and The Humber","#0087DC"
"N06000001","Belfast East","Gavin Robinson MP",9.88547638366077,48.1,"Democratic Unionist Party","N07000001","Northern Ireland","#D46A4C"
"N06000002","Belfast North","Rt Hon Nigel Dodds MP",8.45996511613316,50.4,"Democratic Unionist Party","N07000001","Northern Ireland","#D46A4C"
"N06000003","Belfast South","Emma Little Pengelly MP",16.7766399588671,69.5,"Democratic Unionist Party","N07000001","Northern Ireland","#D46A4C"
"N06000004","Belfast West","Paul Maskey MP",8.10444846705341,74.1,"Sinn Féin","N07000001","Northern Ireland","#326760"
"N06000005","East Antrim","Rt Hon Sammy Wilson MP",7.17468680810515,44.8,"Democratic Unionist Party","N07000001","Northern Ireland","#D46A4C"
"N06000006","East Londonderry","Mr Gregory Campbell MP",6.39223094184617,52,"Democratic Unionist Party","N07000001","Northern Ireland","#D46A4C"
"N06000007","Fermanagh and South Tyrone","Michelle Gildernew MP",7.57105561302399,58.6,"Sinn Féin","N07000001","Northern Ireland","#326760"
"N06000008","Foyle","Elisha McCallion MP",13.7749520585851,78.3,"Sinn Féin","N07000001","Northern Ireland","#326760"
"N06000009","Lagan Valley","Rt Hon Sir Jeffrey M. Donaldson MP",8.63686534216336,46.9,"Democratic Unionist Party","N07000001","Northern Ireland","#D46A4C"
"N06000010","Mid Ulster","Francie Molloy MP",6.77922010353529,60.4,"Sinn Féin","N07000001","Northern Ireland","#326760"
"N06000011","Newry and Armagh","Mickey Brady MP",8.59968435275283,62.9,"Sinn Féin","N07000001","Northern Ireland","#326760"
"N06000012","North Antrim","Ian Paisley MP",5.24060341442003,37.8,"Democratic Unionist Party","N07000001","Northern Ireland","#D46A4C"
"N06000013","North Down","Lady Hermon MP",9.91456305302076,52.4,"Independent","N07000001","Northern Ireland","#DDDDDD"
"N06000014","South Antrim","Paul Girvan MP",7.94215938303342,58.8,"Democratic Unionist Party","N07000001","Northern Ireland","#D46A4C"
"N06000015","South Down","Chris Hazzard MP",10.9668639053254,67.2,"Sinn Féin","N07000001","Northern Ireland","#326760"
"N06000016","Strangford","Jim Shannon MP",6.60635622073067,44.5,"Democratic Unionist Party","N07000001","Northern Ireland","#D46A4C"
"N06000017","Upper Bann","David Simpson MP",6.55293685370847,47.4,"Democratic Unionist Party","N07000001","Northern Ireland","#D46A4C"
"N06000018","West Tyrone","Órfhlaith Begley MP",8.09834106365421,66.8,"Sinn Féin","N07000001","Northern Ireland","#326760"
"S14000001","Aberdeen North","Kirsty Blackman MP",10.8483425315581,56.9,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000002","Aberdeen South","Ross Thomson MP",13.2508012624471,67.9,"Conservative","S15000001","Scotland","#0087DC"
"S14000003","Airdrie and Shotts","Neil Gray MP",7.17607010936482,60.2,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000004","Angus","Kirstene Hair MP",7.36139440014834,51.8,"Conservative","S15000001","Scotland","#0087DC"
"S14000005","Argyll and Bute","Brendan O'Hara MP",13.1908100229055,60.6,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000006","Ayr, Carrick and Cumnock","Bill Grant MP",7.75101042331419,55.9,"Conservative","S15000001","Scotland","#0087DC"
"S14000007","Banff and Buchan","David Duguid MP",5.33707104357953,46.4,"Conservative","S15000001","Scotland","#0087DC"
"S14000008","Berwickshire, Roxburgh and Selkirk","John Lamont MP",10.563224809423,56.7,"Conservative","S15000001","Scotland","#0087DC"
"S14000009","Caithness, Sutherland and Easter Ross","Jamie Stone MP",8.44837329458303,48.7,"Liberal Democrat","S15000001","Scotland","#FAA61A"
"S14000010","Central Ayrshire","Dr Philippa Whitford MP",8.47220277272091,58.4,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000011","Coatbridge, Chryston and Bellshill","Hugh Gaffney MP",9.01021095597268,61.2,"Labour","S15000001","Scotland","#DC241f"
"S14000012","Cumbernauld, Kilsyth and Kirkintilloch East","Stuart C. McDonald MP",11.1360316359505,63,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000013","Dumfries and Galloway","Mr Alister Jack MP",8.06734388696952,54.9,"Conservative","S15000001","Scotland","#0087DC"
"S14000014","Dumfriesshire, Clydesdale and Tweeddale","Rt Hon David Mundell MP",10.8854808332271,55.4,"Conservative","S15000001","Scotland","#0087DC"
"S14000015","Dundee East","Stewart Hosie MP",10.6178515051649,61.6,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000016","Dundee West","Chris Law MP",11.6188830844748,59.3,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000017","Dunfermline and West Fife","Douglas Chapman MP",12.5289553296794,60.6,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000018","East Dunbartonshire","Jo Swinson MP",19.5022678802079,73.1,"Liberal Democrat","S15000001","Scotland","#FAA61A"
"S14000019","East Kilbride, Strathaven and Lesmahagow","Dr Lisa Cameron MP",12.1261521098501,63.1,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000020","East Lothian","Martin Whitfield MP",15.945079298263,64.6,"Labour","S15000001","Scotland","#DC241f"
"S14000021","East Renfrewshire","Paul Masterton MP",17.4354822951415,74.3,"Conservative","S15000001","Scotland","#0087DC"
"S14000022","Edinburgh East","Tommy Sheppard MP",23.186699836175,72.4,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000023","Edinburgh North and Leith","Deidre Brock MP",29.353775245655,78.2,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000024","Edinburgh South","Ian Murray MP",27.8981858315514,77.8,"Labour","S15000001","Scotland","#DC241f"
"S14000025","Edinburgh South West","Joanna Cherry QC MP",20.8554554673984,72.1,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000026","Edinburgh West","Christine Jardine MP",19.6468924687132,71.2,"Liberal Democrat","S15000001","Scotland","#FAA61A"
"S14000027","Na h-Eileanan an Iar","Angus Brendan MacNeil MP",10.6009453072248,55.2,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000028","Falkirk","John McNally MP",9.90782119776441,57.9,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000029","Glasgow Central","Alison Thewliss MP",18.3254324151185,71.2,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000030","Glasgow East","David Linden MP",7.15039763530157,56.2,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000031","Glasgow North","Patrick Grady MP",23.9806641445986,78.4,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000032","Glasgow North East","Mr Paul Sweeney MP",8.69212728378261,59.3,"Labour","S15000001","Scotland","#DC241f"
"S14000033","Glasgow North West","Carol Monaghan MP",15.2024489448846,68.5,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000034","Glasgow South","Stewart Malcolm McDonald MP",18.5698892050949,71.8,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000035","Glasgow South West","Chris Stephens MP",8.97321825785212,59.1,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000036","Glenrothes","Peter Grant MP",6.50678143670187,52.4,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000037","Gordon","Colin Clark MP",11.1049025800496,55.7,"Conservative","S15000001","Scotland","#0087DC"
"S14000038","Inverclyde","Ronnie Cowan MP",9.46545824470545,63.8,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000039","Inverness, Nairn, Badenoch and Strathspey","Drew Hendry MP",12.4609313719575,59.9,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000040","Kilmarnock and Loudoun","Alan Brown MP",8.32685832685833,60.5,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000041","Kirkcaldy and Cowdenbeath","Lesley Laird MP",9.3679646996771,56.7,"Labour","S15000001","Scotland","#DC241f"
"S14000042","Lanark and Hamilton East","Angela Crawley MP",9.76115389931022,64,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000043","Linlithgow and East Falkirk","Martyn Day MP",11.1820088349471,58,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000044","Livingston","Hannah Bardell MP",11.1982281809245,56.7,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000045","Midlothian","Danielle Rowley MP",13.7565825380201,62.1,"Labour","S15000001","Scotland","#DC241f"
"S14000046","Moray","Douglas Ross MP",8.28104566529728,50.1,"Conservative","S15000001","Scotland","#0087DC"
"S14000047","Motherwell and Wishaw","Marion Fellows MP",7.85111429832304,62.3,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000048","North Ayrshire and Arran","Patricia Gibson MP",8.85569520300059,57.6,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000049","North East Fife","Stephen Gethins MP",15.4062040598132,63.7,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000050","Ochil and South Perthshire","Luke Graham MP",12.2186017122397,60.5,"Conservative","S15000001","Scotland","#0087DC"
"S14000051","Orkney and Shetland","Rt Hon Alistair Carmichael MP",12.4899117802577,59.7,"Liberal Democrat","S15000001","Scotland","#FAA61A"
"S14000052","Paisley and Renfrewshire North","Gavin Newlands MP",12.0972173300458,64.5,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000053","Paisley and Renfrewshire South","Mhairi Black MP",11.0245326933919,65.2,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000054","Perth and North Perthshire","Pete Wishart MP",11.8636734492051,60.1,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000055","Ross, Skye and Lochaber","Rt Hon Ian Blackford MP",16.1084038332639,56.5,"Scottish National Party","S15000001","Scotland","#FEF987"
"S14000056","Rutherglen and Hamilton West","Ged Killen MP",10.3319179474912,62.4,"Labour","S15000001","Scotland","#DC241f"
"S14000057","Stirling","Stephen Kerr MP",16.8141953905772,67.7,"Conservative","S15000001","Scotland","#0087DC"
"S14000058","West Aberdeenshire and Kincardine","Andrew Bowie MP",14.0337372423587,60.8,"Conservative","S15000001","Scotland","#0087DC"
"S14000059","West Dunbartonshire","Martin Docherty-Hughes MP",9.28342156821877,62,"Scottish National Party","S15000001","Scotland","#FEF987"
"W07000041","Ynys Môn","Albert Owen MP",8.38286170495875,49.1,"Labour","W08000001","Wales","#DC241f"
"W07000042","Delyn","Rt Hon David Hanson MP",8.27586206896552,45.6,"Labour","W08000001","Wales","#DC241f"
"W07000043","Alyn and Deeside","Rt Hon Mark Tami MP",7.82889067189682,41.9,"Labour","W08000001","Wales","#DC241f"
"W07000044","Wrexham","Ian C. Lucas MP",7.30888058629113,42.4,"Labour","W08000001","Wales","#DC241f"
"W07000045","Llanelli","Nia Griffith MP",6.15725529151066,43.3,"Labour","W08000001","Wales","#DC241f"
"W07000046","Gower","Tonia Antoniazzi MP",10.6223530708314,50.7,"Labour","W08000001","Wales","#DC241f"
"W07000047","Swansea West","Geraint Davies MP",10.1800266387866,56.6,"Labour","W08000001","Wales","#DC241f"
"W07000048","Swansea East","Carolyn Harris MP",5.72239008447925,38.2,"Labour","W08000001","Wales","#DC241f"
"W07000049","Aberavon","Stephen Kinnock MP",5.45587562871513,39.9,"Labour","W08000001","Wales","#DC241f"
"W07000050","Cardiff Central","Jo Stevens MP",14.9229335070043,68,"Labour","W08000001","Wales","#DC241f"
"W07000051","Cardiff North","Anna McMorrin MP",16.073058098056,60.9,"Labour","W08000001","Wales","#DC241f"
"W07000052","Rhondda","Chris Bryant MP",4.47728636090964,39.6,"Labour","W08000001","Wales","#DC241f"
"W07000053","Torfaen","Nick Thomas-Symonds MP",5.59816776057918,39.2,"Labour","W08000001","Wales","#DC241f"
"W07000054","Monmouth","David T. C. Davies MP",12.4544959440479,51.9,"Conservative","W08000001","Wales","#0087DC"
"W07000055","Newport East","Jessica Morden MP",6.69960505908124,40.7,"Labour","W08000001","Wales","#DC241f"
"W07000056","Newport West",NA,8.89250530353666,46.3,NA,"W08000001","Wales","#EEEEEE"
"W07000057","Arfon","Hywel Williams MP",14.0034037441185,64.2,"Plaid Cymru","W08000001","Wales","#008142"
"W07000058","Aberconwy","Guto Bebb MP",9.52017178015444,47.8,"Conservative","W08000001","Wales","#0087DC"
"W07000059","Clwyd West","Rt Hon David Jones MP",9.04968221589089,47,"Conservative","W08000001","Wales","#0087DC"
"W07000060","Vale of Clwyd","Chris Ruane MP",6.79223443994318,43.4,"Labour","W08000001","Wales","#DC241f"
"W07000061","Dwyfor Meirionnydd","Rt Hon Liz Saville Roberts MP",9.47863536229583,52.6,"Plaid Cymru","W08000001","Wales","#008142"
"W07000062","Clwyd South","Susan Elan Jones MP",7.1101761767026,40.1,"Labour","W08000001","Wales","#DC241f"
"W07000063","Montgomeryshire","Glyn Davies MP",9.07377176616915,44.2,"Conservative","W08000001","Wales","#0087DC"
"W07000064","Ceredigion","Ben Lake MP",12.948728499712,54.6,"Plaid Cymru","W08000001","Wales","#008142"
"W07000065","Preseli Pembrokeshire","Rt Hon Stephen Crabb MP",8.55061470876394,44.7,"Conservative","W08000001","Wales","#0087DC"
"W07000066","Carmarthen West and South Pembrokeshire","Simon Hart MP",7.92941026701887,44.8,"Conservative","W08000001","Wales","#0087DC"
"W07000067","Carmarthen East and Dinefwr","Jonathan Edwards MP",8.71377122277482,46.8,"Plaid Cymru","W08000001","Wales","#008142"
"W07000068","Brecon and Radnorshire","Chris Davies MP",10.5936603481352,48.1,"Conservative","W08000001","Wales","#0087DC"
"W07000069","Neath","Christina Rees MP",6.41757946374572,46,"Labour","W08000001","Wales","#DC241f"
"W07000070","Cynon Valley","Rt Hon Ann Clwyd MP",4.80216860548614,43.3,"Labour","W08000001","Wales","#DC241f"
"W07000071","Merthyr Tydfil and Rhymney","Gerald Jones MP",4.50744578072426,41.6,"Labour","W08000001","Wales","#DC241f"
"W07000072","Blaenau Gwent","Nick Smith MP",3.90516287865273,38,"Labour","W08000001","Wales","#DC241f"
"W07000073","Bridgend","Mrs Madeleine Moon MP",7.92893958973902,49.7,"Labour","W08000001","Wales","#DC241f"
"W07000074","Ogmore","Chris Elmore MP",5.84613869188337,41.1,"Labour","W08000001","Wales","#DC241f"
"W07000075","Pontypridd","Owen Smith MP",8.80525284682258,53.5,"Labour","W08000001","Wales","#DC241f"
"W07000076","Caerphilly","Wayne David MP",6.93050640988456,44.9,"Labour","W08000001","Wales","#DC241f"
"W07000077","Islwyn","Chris Evans MP",5.26133667281835,41.1,"Labour","W08000001","Wales","#DC241f"
"W07000078","Vale of Glamorgan","Rt Hon Alun Cairns MP",9.92911360642369,47.4,"Conservative","W08000001","Wales","#0087DC"
"W07000079","Cardiff West","Kevin Brennan MP",15.9050048082954,56.2,"Labour","W08000001","Wales","#DC241f"
"W07000080","Cardiff South and Penarth","Stephen Doughty MP",12.6283961047623,57.2,"Labour","W08000001","Wales","#DC241f"
